status_name,carrier_name,status_type,substatus_type
DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY. / YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,UPS,Exception,Carrier Delays
DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
DEPARTED,Kuehne & Nagel,Transit,Onboard at Departure Terminal
DEPARTED,DHL,Transit,Onboard at Departure Terminal
DEPARTED CARRIER ORIGIN TERMINAL,Team Air,Transit,Onboard at Departure Terminal
DEPARTED CARRIER TRANSFER TERMINAL,Team Air,Transit,Onboard at Departure Terminal
DEPARTED / CONFIRMED ON BOARD,Schenker,Transit,Onboard at Departure Terminal
DEPARTED / CONFIRMED ON BOARD,DB Schenker,Transit,Onboard at Departure Terminal
"DEPARTED ESTES FACILITY AT ALBUQUERQUE, NM (229)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT AMARILLO, TX (183)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT ARLINGTON, TX (193)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT BOISE, ID (246)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT COLUMBUS, OH (087)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT DALLAS, TX (089)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT FORT WORTH, TX (184)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT GRAND PRAIRIE, TX (147)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT HARRISBURG, PA (024)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT INDIANAPOLIS, IN (093)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT IRVING, TX (154)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT KNOXVILLE, TN (074)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT LA MIRADA, CA (291)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT MEMPHIS, TN (135)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT NASHVILLE, TN (037)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT ROANOKE, VA (007)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT SALT LAKE CITY, UT (225)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT ST. LOUIS, MO (064)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT TULSA, OK (195)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT TWIN FALLS, ID (237)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT WEST MIDDLESEX, PA (055)",Estes Express,Transit,Pick Up Confirmed
"DEPARTED ESTES FACILITY AT WILLIAMSPORT, PA (015)",Estes Express,Transit,Pick Up Confirmed
DEPARTED INTERMEDIATE TERMINAL,Team Air,Transit,Onboard at Departure Terminal
DEPARTED ORIGIN TERMINAL,Team Air,Transit,Onboard at Departure Terminal
DEPARTED TO AIRLINE,Kuehne & Nagel,Transit,Onboard at Departure Terminal
DEPARTURE,Crane Worldwide Logistics,Transit,Onboard at Departure Terminal
DEPARTURE,UPS,Transit,Onboard at Departure Terminal
DEPARTURE EXPORT WAREHOUSE,DB Schenker,Transit,Pick Up Confirmed
DEPARTURE FROM FIRST LOAD PORT,JAS Worldwide,Transit,Onboard at Departure Terminal
DEPARTURE FROM FIRST LOAD TERMINAL,JAS Worldwide,Transit,Onboard at Departure Terminal
DEPARTURE FROM ORIGIN,JAS Worldwide,Transit,Onboard at Departure Terminal
DEPARTURE FROM ORIGIN TERMINAL,JAS Worldwide,Transit,Onboard at Departure Terminal
DEPARTURE SCAN,UPS,Transit,Onboard at Departure Terminal
DIRECTIONS TO THE ADDRESS ARE REQUIRED TO COMPLETE DELIVERY. WE ARE ATTEMPTING TO UPDATE THIS INFORMATION.,UPS,Exception,Incorrect Info
DIRECTIONS TO THE ADDRESS ARE REQUIRED TO COMPLETE DELIVERY. WE ARE ATTEMPTING TO UPDATE THIS INFORMATION. / THE PACKAGE WILL BE RETURNED TO THE SENDER.,UPS,Exception,Incorrect Info
DOCS RELEASED TO BROKER,Kintetsu,Transit,Documents Handover
DOCS REL./HANDED OVER TO 3RD PARTY,Kuehne & Nagel,Transit,Documents Handover
DOCS SENT TO CUSTOMS BROKER,Crane Worldwide Logistics,Transit,Documents Handover
DOCS TURNED OVER TO BROKER,CEVA ,Transit,Onboard at Departure Terminal
DOCUMENT HANDOVER (EXPORT),DHL,Transit,Documents Handover
DOCUMENT HANDOVER (IMPORT),DHL,Transit,Documents Handover
DOCUMENTS RECEIVED,CEVA ,Transit,Onboard at Departure Terminal
DOCUMENTS RELEASED TO BROKER,Schenker,Transit,Documents Handover
DOCUMENTS TURNED OVER TO CLIENTS BROKER OR CONSIGNEE,UPS,Transit,Documents Handover
DOCUMENT TURN OVER,Nippon Express,Transit,Documents Handover
DOCUMENT TURNOVER (NON JAS CLEARANCE),JAS Worldwide,Transit,Documents Handover
"DUE TO OPERATING CONDITIONS, YOUR DELIVERY MAY BE DELAYED.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / DELIVERY WILL BE RESCHEDULED.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / THE DELIVERY INFORMATION WAS UPDATED IN ERROR. WE'VE CORRECTED THE MISTAKE.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / THE PACKAGE IS UNDELIVERABLE AND IS IN THE PROCESS OF BEING DISPOSED OF ACCORDING TO THE LOCAL GUIDELINES.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / THE PACKAGE WILL BE FORWARDED TO A UPS FACILITY IN THE DESTINATION CITY.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / YOUR DELIVERY WILL BE RESCHEDULED.",UPS,Exception,Carrier Delays
"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED. / YOUR PACKAGE IS ON THE WAY",UPS,Exception,Carrier Delays
"DUE TO SPECIAL OPERATING CONDITIONS, DELIVERY OF YOUR PACKAGE MAY BE DELAYED.",UPS,Exception,Carrier Delays
"DUE TO SPECIAL OPERATING CONDITIONS, DELIVERY OF YOUR PACKAGE MAY BE DELAYED. / UPS IS WORKING TO RESOLVE THE ISSUE.",UPS,Exception,Carrier Delays
"DUE TO WEATHER CONDITIONS, DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.",UPS,Exception,Natural Causes
"DUE TO WEATHER, YOUR PACKAGE IS DELAYED.",UPS,Exception,Natural Causes
"DUE TO WEATHER, YOUR PACKAGE IS DELAYED BY ONE BUSINESS DAY.",UPS,Exception,Natural Causes
"DUE TO WEATHER, YOUR PACKAGE IS DELAYED. CHECK BACK LATER FOR DELIVERY UPDATES.",UPS,Exception,Natural Causes
DUPLICATE OR NON-EXISTENT CONSIGNMENT RECORD IN SYSTEM,TNT,Exception,Other Delays
DUTIES OR TAXES ARE DUE ON THIS PACKAGE.,UPS,Exception,Customs/Tax Delays
EXPECTED GOODS DELIVERY,Bollore,Transit,Delivered
EXPORT DOCUMENTATION IS INCOMPLETE OR MISSING. WE ARE WORKING TO OBTAIN THIS INFORMATION FROM THE SENDER.,UPS,Exception,Customs/Tax Delays
FIRST CALL. INCORRECT OR MISSING PHONE NUMBER,TNT,Exception,Incorrect Info
FOLLOW UP,JAS Worldwide,Exception,Other Delays
FORMAL CUSTOMS CLEARANCE REQUIRED,TNT,Exception,Customs/Tax Delays
FREIGHT DELAYED (CONTACT TEAM FOR DETAILS),Team Air,Exception,Carrier Delays
FREIGHT ON HAND,Team Air,Transit,Pick Up Confirmed
FREIGHT ON TEAM DOCK,Team Air,Transit,Pick Up Confirmed
FREIGHT RECEIVED,CEVA ,Transit,Pick Up Confirmed
FREIGHT RECEIVED NO DOCS,Expeditors,Transit,Pick Up Confirmed
FREIGHT RECEIVED W/DOCS,Expeditors,Transit,Pick Up Confirmed
GOODS DELIVERED,JAS Worldwide,Transit,Delivered
GOODS DELIVERY,Bollore,Transit,Delivered
HELD AT DROP-OFF POINT. AWAITING CUSTOMER COLLECTION,TNT,Exception,Other Delays
HELD AWAITING ADDITIONAL INFORMATION. WE'LL FOLLOW THIS UP WITH THE RECEIVER OR CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Incorrect Info
HELD AWAITING CORRECT ADDRESS (DELIVERY TO PO BOX NOT POSSIBLE). WE'RE DOING OUR BEST TO RESOLVE THIS AND WILL CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Incorrect Info
HELD AWAITING CORRECT ADDRESS. FOLLOW UP ACTIONS UNDERWAY,TNT,Exception,Incorrect Info
HELD. AWAITING CORRECT ADDRESS. FOLLOW-UP ACTIONS UNDERWAY,TNT,Exception,Incorrect Info
HELD AWAITING CORRECT ADDRESS. WE'RE DOING OUR BEST TO RESOLVE THIS AND WILL CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Incorrect Info
HELD AWAITING CORRECT ADDRESS. WE'RE DOING OUR BEST TO RESOLVE THIS AND WILL CONTACT THE SENDER/RECEIVER IF NECESSARY .,TNT,Exception,Incorrect Info
HELD AWAITING CORRECT ADDRESS. WE'RE DOING OUR BEST TO RESOLVE THIS AND WILL CONTACT THE SENDER/RECEIVER IF NECESSARY.,TNT,Exception,Incorrect Info
HELD AWAITING CUSTOMS CLEARANCE,TNT,Exception,Customs/Tax Delays
HELD AWAITING CUSTOMS CLEARANCE. WE HAVE NO INFLUENCE ON THIS PROCESS.,TNT,Exception,Customs/Tax Delays
"HELD AWAITING PAYMENT OF DUTIES, TAXES OR CHARGES. WE'VE CONTACTED THE RECEIVER ABOUT THIS.",TNT,Exception,Customs/Tax Delays
HELD AWAITING RECEIVER DETAILS. FOLLOW-UP ACTIONS UNDERWAY,TNT,Exception,Incorrect Info
HELD AWAITING RECEIVER DETAILS. WE'LL FOLLOW THIS UP WITH THE RECEIVER OR CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Incorrect Info
HELD CUSTOMS AWAITING CLEARANCE. FOLLOW UP UNDERWAY,TNT,Exception,Customs/Tax Delays
HELD IN CUSTOMS AWAITING PAYMENT OF DUTIES OR TAXES BY RECEIVER,TNT,Exception,Customs/Tax Delays
HELD ON REQUEST AT TNT LOCATION. AWAITING CUSTOMER COLLECTION,TNT,Exception,Other Delays
HOLD AT LOCATION REQUEST ACCEPTED,FedEx,Exception,Carrier Delays
HOLIDAY IN TRANSIT LOCATION. DELIVERY AT FIRST OPPORTUNITY,TNT,Exception,Other Delays
HWB CANCELLED,CEVA ,Exception,Cancelled
HWB UNBOOKING,CEVA ,Exception,Loss/Returns
IMPORT CHARGES ARE DUE FOR THIS PACKAGE. SELECT PAY NOW (WHERE AVAILABLE) OR PAY AT DELIVERY.,UPS,Exception,Customs/Tax Delays
IMPORT DOCUMENT HANDOVER,DHL,Transit,Documents Handover
IMPORT DOCUMENT HANDOVER,DHL Global Forwarding,Transit,Documents Handover
INCOMPLETE ADDRESS INFORMATION MAY DELAY DELIVERY. WE ARE ATTEMPTING TO UPDATE THIS INFORMATION.,UPS,Exception,Incorrect Info
INCOMPLETE ADDRESS INFORMATION MAY DELAY DELIVERY. WE ARE ATTEMPTING TO UPDATE THIS INFORMATION. / WE WILL CONTACT THE SENDER.,UPS,Exception,Incorrect Info
INCORRECT ADDRESS DETAILS: DELIVERY NOT POSSIBLE,DHL,Exception,Incorrect Info
"INCORRECT ADDRESS DETAILS, PLEASE CONTACT THE SENDER",DHL,Exception,Incorrect Info
"INCORRECT ADDRESS DETAILS, WE WILL CONTACT THE SENDER FOR NEW DELIVER INSTRUCTIONS",DHL,Exception,Incorrect Info
INSPECTION BY CUSTOMS,DHL,Exception,Customs/Tax Delays
INTERCEPTION BY CUSTOMS,DHL,Exception,Customs/Tax Delays
IN TRANSIT,DHL,Transit,Pick Up Confirmed
IN TRANSIT,Team Air,Transit,Pick Up Confirmed
IN TRANSIT DELAY,Team Air,Exception,Traffic Delays
ISSUE 7512,JAS Worldwide,Exception,Other Delays
"LEFT MESSAGE FOR CONSIGNEE, AWAITING RESPONSE",Team Air,Exception,Other Delays
LOCAL DELAY,FedEx,Exception,Carrier Delays
MERCHANDISE IS MISSING. UPS WILL NOTIFY THE SENDER WITH ADDITIONAL DETAILS.,UPS,Exception,Loss/Returns
"MERCHANDISE IS MISSING. UPS WILL NOTIFY THE SENDER WITH ADDITIONAL DETAILS. / ALL MERCHANDISE MISSING, EMPTY CARTON WAS DISCARDED. UPS WILL NOTIFY THE SENDER WITH DETAILS OF THE DAMAGE.",UPS,Exception,Loss/Returns
MISSING INFORMATION. NEXT STEPS UNDERWAY.,TNT,Exception,Incorrect Info
MISSING SHIPMENT DATA IS CAUSING A DELAY. WE ARE AWAITING ELECTRONIC DATA UPLOAD FROM THE SHIPPER.,UPS,Exception,Incorrect Info
MISSING SHIPMENT DATA IS CAUSING A DELAY. WE ARE AWAITING ELECTRONIC DATA UPLOAD FROM THE SHIPPER. / THE INFORMATION REQUESTED HAS BEEN OBTAINED AND THE HOLD HAS BEEN RESOLVED.,UPS,Exception,Incorrect Info
MISSING SHIPMENT DATA IS CAUSING A DELAY. WE ARE AWAITING ELECTRONIC DATA UPLOAD FROM THE SHIPPER. / THE SENDER REQUESTED THAT WE RETURN THIS PACKAGE.,UPS,Exception,Loss/Returns
NEED APPT FOR THIS DELIVERY MADE BY ORD,Team Air,Exception,Other Delays
NEED CONSIGNEE AND BROKER CONTACT DETAILS,JAS Worldwide,Exception,Incorrect Info
NEED CONTACT FOR CNEE AND BROKER3 8719100,JAS Worldwide,Exception,Incorrect Info
NEED CORRECT ADDRESS FOR THE CNEE,Team Air,Exception,Incorrect Info
NEED CUSYOMER AND BROKER CONTACT DETAILS,JAS Worldwide,Exception,Incorrect Info
NEED PAYMENT,JAS Worldwide,Exception,Customs/Tax Delays
NEW DELIVERY ADDRESS REQUESTED BY CUSTOMER,TNT,Exception,Incorrect Info
NO CALL BACK FROM THE CNEE TO SCHEDULE DELIVERY,Team Air,Exception,Incorrect Info
NO SHOW,Team Air,Exception,Other Delays
NOW AT MAYBROOK NY USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW AT MIDDLETOWN CT USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 139191 AND ON-HAND AT MIDDLETOWN CT USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 291006 AND ON-HAND AT HARRISBURG PA USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 291006 AND ON-HAND AT MAYBROOK NY USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 291006 AND ON-HAND AT MEMPHIS TN USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 291006 AND ON-HAND AT NASHVILLE TN USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
NOW ON TRAILER 291006 AND ON-HAND AT STAUNTON VA USA THE SHIPMENT WAS DELAYED DUE TO INCLEMENT WEATHER.,YRC Logistics,Exception,Natural Causes
ON-HAND,CEVA ,Transit,Pick Up Confirmed
ON_HOLD,DHL,Exception,Other Delays
ON HOLD AWAITING FOR PAYMENT OF SHIPMENT RELATED FEES,DHL,Exception,Customs/Tax Delays
"ON REQUEST OF CUSTOMER, OR DUE TO CUSTOMER HOLIDAY, A NEW DELIVERY DATE AND TIME HAS BEEN PLANNED",TNT,Exception,Other Delays
OPERATIONAL DELAY,FedEx,Exception,Carrier Delays
ORIGIN PICKUP,JAS Worldwide,Transit,Pick Up Confirmed
ORIGIN SCAN,UPS,Transit,Pick Up Confirmed
OUR DRIVER CANNOT COMPLETE DELIVERY. WE ARE TRYING TO GET THE SECURITY ACCESS OUR DRIVER NEEDS FOR THIS DELIVERY.,UPS,Exception,Incorrect Info
PACKAGE HAS BEEN RECEIVED FROM UPS ACCESS POINT LOCATION. UPS WILL PROCESS AS NECESSARY. / THE PACKAGE WILL BE RETURNED TO THE SENDER.,UPS,Exception,Loss/Returns
PACKAGE HAS BEEN RECEIVED FROM UPS ACCESS POINT LOCATION. UPS WILL PROCESS AS NECESSARY. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Carrier Delays
PACKAGE IS DELAYED IN TRANSIT. DELIVERY WILL BE RESCHEDULED. CHECK BACK OR SIGNUP FOR UPS MY CHOICE TO RECEIVE UPDATES.,UPS,Exception,Carrier Delays
PACKAGING DAMAGED. REPACKED AND FORWARDED FOR DELIVERY,TNT,Exception,Other Delays
PARTIAL DELIVERY,DHL,Exception,Carrier Delays
PARTIAL DELIVERY OF ONE OR MORE PIECES OF A MULTI-PIECE SHIPMENT,DHL,Exception,Carrier Delays
PAYMENT NOT READY ON DELIVERY. WE'LL FOLLOW THIS UP WITH THE RECEIVER OR CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Customs/Tax Delays
"PER THE RECEIVER'S REQUEST, THE PACKAGE IS BEING HELD FOR PICKUP. PICKUP MUST BE MADE WITHIN 5 BUSINESS DAYS.",UPS,Exception,Other Delays
"PER THE SENDER'S REQUEST, THIS PACKAGE WILL BE HELD FOR PICKUP.",UPS,Exception,Other Delays
PICKED UP,Trans Expedite ,Transit,Pick Up Confirmed
PICKED UP,JAS Worldwide,Transit,Pick Up Confirmed
PICKED UP,Choice Logistics,Transit,Pick Up Confirmed
PICKED UP,DB Schenker,Transit,Pick Up Confirmed
PICKED UP,FedEx,Transit,Pick Up Confirmed
PICKED UP,ABF Freight,Transit,Pick Up Confirmed
PICKED UP AT SUPPLIER,Kuehne & Nagel,Transit,Pick Up Confirmed
PICKED UP BY THE COURIER,DHL,Transit,Pick Up Confirmed
PICKED UP FROM SHIPPER,Team Air,Transit,Pick Up Confirmed
"PICKED UP FROM SHIPPER - COPPELL, TX",Team Air,Transit,Pick Up Confirmed
"PICKED UP FROM SHIPPER - FLOWER MOUND, TX",Team Air,Transit,Pick Up Confirmed
"PICKED UP FROM SHIPPER - RICHARDSON, TX",Team Air,Transit,Pick Up Confirmed
PICKUP,DB Schenker,Transit,Pick Up Confirmed
PICKUP,YRC Logistics,Transit,Pick Up Confirmed
PICKUP,CEVA ,Transit,Pick Up Confirmed
PICK UP AT ORIGIN,Crane Worldwide Logistics,Transit,Pick Up Confirmed
PICKUP CARTAGE COMPLETE/FINALISED,JAS Worldwide,Transit,Pick Up Confirmed
PICK UP COMPLETE (ACTUAL PICK UP DATE),JAS Worldwide,Transit,Pick Up Confirmed
PICKUP FROM AIRLINE,Choice Logistics,Transit,Pick Up Confirmed
PICK UP FROM ODM,Crane Worldwide Logistics,Transit,Pick Up Confirmed
PICKUP LOCATION SERVICED,Estes Express,Transit,Pick Up Confirmed
PICKUP SCAN,UPS,Transit,Pick Up Confirmed
PLEASE CONTACT DHL,DHL,Exception,Other Delays
PLEASE CONTACT UPS FOR ADDITIONAL INFORMATION. / THE PACKAGE IS UNDELIVERABLE AND IS IN THE PROCESS OF BEING DISPOSED OF ACCORDING TO THE LOCAL GUIDELINES.,UPS,Exception,Carrier Delays
PLEASE CONTACT UPS FOR ADDITIONAL INFORMATION. / WE REQUIRE A PHONE NUMBER FOR THE DELIVERY ADDRESS.,UPS,Exception,Incorrect Info
PLEASE CONTACT UPS FOR ADDITIONAL INFORMATION. / WE SENT THE PACKAGE TO UPS LOST AND FOUND.,UPS,Exception,Loss/Returns
PLEASE CONTACT UPS FOR ADDITIONAL INFORMATION. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
